Timestamp,Appliance,Type,Status_ON_OFF,Energy_Consumed_kWh,Outdoor_Temp
2026-02-25 02:00:00,Kitchen_Lights,lighting,0,0.0,38.2
2026-02-25 02:00:00,TV,entertainment,0,0.0,38.2
2026-02-25 03:00:00,Living_Room_AC,cooling,0,0.0,36.6
2026-02-25 03:00:00,Bedroom_AC,cooling,1,2.086,36.6
2026-02-25 03:00:00,Living_Room_Fan,circulation,1,0.098,36.6
2026-02-25 03:00:00,Kitchen_Lights,lighting,1,0.154,36.6
2026-02-25 03:00:00,TV,entertainment,1,0.298,36.6
2026-02-25 04:00:00,Living_Room_AC,cooling,1,2.666,30.4
2026-02-25 04:00:00,Bedroom_AC,cooling,1,2.179,30.4
2026-02-25 04:00:00,Living_Room_Fan,circulation,0,0.0,30.4
2026-02-25 04:00:00,Kitchen_Lights,lighting,1,0.148,30.4
2026-02-25 04:00:00,TV,entertainment,1,0.288,30.4
2026-02-25 05:00:00,Living_Room_AC,cooling,1,2.36,31.2
2026-02-25 05:00:00,Bedroom_AC,cooling,1,2.038,31.2
2026-02-25 05:00:00,Living_Room_Fan,circulation,1,0.095,31.2
2026-02-25 05:00:00,Kitchen_Lights,lighting,0,0.0,31.2
2026-02-25 05:00:00,TV,entertainment,0,0.0,31.2
2026-02-25 06:00:00,Living_Room_AC,cooling,1,2.739,39.4
2026-02-25 06:00:00,Bedroom_AC,cooling,1,2.189,39.4
2026-02-25 06:00:00,Living_Room_Fan,circulation,1,0.091,39.4
2026-02-25 06:00:00,Kitchen_Lights,lighting,0,0.0,39.4
2026-02-25 06:00:00,TV,entertainment,1,0.323,39.4
2026-02-25 07:00:00,Living_Room_AC,cooling,1,2.635,41.0
2026-02-25 07:00:00,Bedroom_AC,cooling,0,0.0,41.0
2026-02-25 07:00:00,Living_Room_Fan,circulation,1,0.108,41.0
2026-02-25 07:00:00,Kitchen_Lights,lighting,0,0.0,41.0
2026-02-25 07:00:00,TV,entertainment,1,0.294,41.0
2026-02-25 08:00:00,Living_Room_AC,cooling,0,0.0,26.6
2026-02-25 08:00:00,Bedroom_AC,cooling,0,0.0,26.6
2026-02-25 08:00:00,Living_Room_Fan,circulation,1,0.109,26.6
2026-02-25 08:00:00,Kitchen_Lights,lighting,1,0.159,26.6
2026-02-25 08:00:00,TV,entertainment,1,0.291,26.6
2026-02-25 09:00:00,Living_Room_AC,cooling,0,0.0,26.8
2026-02-25 09:00:00,Bedroom_AC,cooling,0,0.0,26.8
2026-02-25 09:00:00,Living_Room_Fan,circulation,1,0.104,26.8
2026-02-25 09:00:00,Kitchen_Lights,lighting,1,0.154,26.8
2026-02-25 09:00:00,TV,entertainment,0,0.0,26.8
2026-02-25 10:00:00,Living_Room_AC,cooling,1,2.469,30.6
2026-02-25 10:00:00,Bedroom_AC,cooling,1,1.96,30.6
2026-02-25 10:00:00,Living_Room_Fan,circulation,1,0.103,30.6
2026-02-25 10:00:00,Kitchen_Lights,lighting,1,0.163,30.6
2026-02-25 10:00:00,TV,entertainment,1,0.275,30.6
2026-02-25 11:00:00,Living_Room_AC,cooling,1,2.504,30.6
2026-02-25 11:00:00,Bedroom_AC,cooling,1,1.892,30.6
2026-02-25 11:00:00,Living_Room_Fan,circulation,1,0.094,30.6
2026-02-25 11:00:00,Kitchen_Lights,lighting,1,0.151,30.6
2026-02-25 11:00:00,TV,entertainment,1,0.283,30.6
2026-02-25 12:00:00,Living_Room_AC,cooling,1,2.329,30.3
2026-02-25 12:00:00,Bedroom_AC,cooling,1,1.998,30.3
2026-02-25 12:00:00,Living_Room_Fan,circulation,0,0.0,30.3
2026-02-25 12:00:00,Kitchen_Lights,lighting,1,0.145,30.3
2026-02-25 12:00:00,TV,entertainment,1,0.312,30.3
2026-02-25 13:00:00,Living_Room_AC,cooling,0,0.0,26.4
2026-02-25 13:00:00,Bedroom_AC,cooling,1,2.199,26.4
2026-02-25 13:00:00,Living_Room_Fan,circulation,1,0.105,26.4
2026-02-25 13:00:00,Kitchen_Lights,lighting,1,0.156,26.4
2026-02-25 13:00:00,TV,entertainment,0,0.0,26.4
2026-02-25 14:00:00,Living_Room_AC,cooling,0,0.0,27.6
2026-02-25 14:00:00,Bedroom_AC,cooling,1,1.903,27.6
2026-02-25 14:00:00,Living_Room_Fan,circulation,0,0.0,27.6
2026-02-25 14:00:00,Kitchen_Lights,lighting,1,0.154,27.6
2026-02-25 14:00:00,TV,entertainment,0,0.0,27.6
2026-02-25 15:00:00,Living_Room_AC,cooling,1,2.749,31.0
2026-02-25 15:00:00,Bedroom_AC,cooling,1,1.957,31.0
2026-02-25 15:00:00,Living_Room_Fan,circulation,1,0.095,31.0
2026-02-25 15:00:00,Kitchen_Lights,lighting,1,0.159,31.0
2026-02-25 15:00:00,TV,entertainment,0,0.0,31.0
2026-02-25 16:00:00,Living_Room_AC,cooling,0,0.0,27.8
2026-02-25 16:00:00,Bedroom_AC,cooling,1,2.061,27.8
2026-02-25 16:00:00,Living_Room_Fan,circulation,1,0.097,27.8
2026-02-25 16:00:00,Kitchen_Lights,lighting,1,0.145,27.8
2026-02-25 16:00:00,TV,entertainment,0,0.0,27.8
2026-02-25 17:00:00,Living_Room_AC,cooling,0,0.0,27.0
2026-02-25 17:00:00,Bedroom_AC,cooling,1,2.104,27.0
2026-02-25 17:00:00,Living_Room_Fan,circulation,1,0.108,27.0
2026-02-25 17:00:00,Kitchen_Lights,lighting,1,0.152,27.0
2026-02-25 17:00:00,TV,entertainment,0,0.0,27.0
2026-02-25 18:00:00,Living_Room_AC,cooling,0,0.0,27.8
2026-02-25 18:00:00,Bedroom_AC,cooling,1,1.881,27.8
2026-02-25 18:00:00,Living_Room_Fan,circulation,1,0.104,27.8
2026-02-25 18:00:00,Kitchen_Lights,lighting,1,0.136,27.8
2026-02-25 18:00:00,TV,entertainment,0,0.0,27.8
2026-02-25 19:00:00,Living_Room_AC,cooling,1,2.537,29.9
2026-02-25 19:00:00,Bedroom_AC,cooling,0,0.0,29.9
2026-02-25 19:00:00,Living_Room_Fan,circulation,0,0.0,29.9
2026-02-25 19:00:00,Kitchen_Lights,lighting,1,0.143,29.9
2026-02-25 19:00:00,TV,entertainment,0,0.0,29.9
2026-02-25 20:00:00,Living_Room_AC,cooling,0,0.0,25.3
2026-02-25 20:00:00,Bedroom_AC,cooling,1,1.933,25.3
2026-02-25 20:00:00,Living_Room_Fan,circulation,0,0.0,25.3
2026-02-25 20:00:00,Kitchen_Lights,lighting,1,0.144,25.3
2026-02-25 20:00:00,TV,entertainment,0,0.0,25.3
2026-02-25 21:00:00,Living_Room_AC,cooling,1,2.323,38.1
2026-02-25 21:00:00,Bedroom_AC,cooling,1,2.043,38.1
2026-02-25 21:00:00,Living_Room_Fan,circulation,1,0.11,38.1
2026-02-25 21:00:00,Kitchen_Lights,lighting,0,0.0,38.1
2026-02-25 21:00:00,TV,entertainment,0,0.0,38.1
2026-02-25 22:00:00,Living_Room_AC,cooling,1,2.735,37.0
2026-02-25 22:00:00,Bedroom_AC,cooling,1,1.948,37.0
2026-02-25 22:00:00,Living_Room_Fan,circulation,1,0.106,37.0
2026-02-25 22:00:00,Kitchen_Lights,lighting,0,0.0,37.0
2026-02-25 22:00:00,TV,entertainment,0,0.0,37.0
2026-02-25 23:00:00,Living_Room_AC,cooling,1,2.396,34.2
2026-02-25 23:00:00,Bedroom_AC,cooling,1,1.806,34.2
2026-02-25 23:00:00,Living_Room_Fan,circulation,1,0.105,34.2
2026-02-25 23:00:00,Kitchen_Lights,lighting,0,0.0,34.2
2026-02-25 23:00:00,TV,entertainment,1,0.282,34.2
2026-02-26 00:00:00,Living_Room_AC,cooling,1,2.437,38.0
2026-02-26 00:00:00,Bedroom_AC,cooling,1,1.895,38.0
2026-02-26 00:00:00,Living_Room_Fan,circulation,1,0.094,38.0
2026-02-26 00:00:00,Kitchen_Lights,lighting,0,0.0,38.0
2026-02-26 00:00:00,TV,entertainment,0,0.0,38.0
2026-02-26 01:00:00,Living_Room_AC,cooling,1,2.465,33.1
2026-02-26 01:00:00,Bedroom_AC,cooling,1,1.87,33.1
2026-02-26 01:00:00,Living_Room_Fan,circulation,0,0.0,33.1
2026-02-26 01:00:00,Kitchen_Lights,lighting,0,0.0,33.1
2026-02-26 01:00:00,TV,entertainment,0,0.0,33.1
2026-02-26 02:00:00,Living_Room_AC,cooling,1,2.692,36.8
2026-02-26 02:00:00,Bedroom_AC,cooling,1,2.095,36.8
2026-02-26 02:00:00,Living_Room_Fan,circulation,1,0.104,36.8
2026-02-26 02:00:00,Kitchen_Lights,lighting,0,0.0,36.8
2026-02-26 02:00:00,TV,entertainment,0,0.0,36.8
2026-02-26 03:00:00,Living_Room_AC,cooling,1,2.743,37.9
2026-02-26 03:00:00,Bedroom_AC,cooling,1,2.031,37.9
2026-02-26 03:00:00,Living_Room_Fan,circulation,1,0.092,37.9
2026-02-26 03:00:00,Kitchen_Lights,lighting,1,0.14,37.9
2026-02-26 03:00:00,TV,entertainment,1,0.288,37.9
2026-02-26 04:00:00,Living_Room_AC,cooling,1,2.585,33.6
2026-02-26 04:00:00,Bedroom_AC,cooling,1,2.033,33.6
2026-02-26 04:00:00,Living_Room_Fan,circulation,1,0.097,33.6
2026-02-26 04:00:00,Kitchen_Lights,lighting,1,0.151,33.6
2026-02-26 04:00:00,TV,entertainment,0,0.0,33.6
2026-02-26 05:00:00,Living_Room_AC,cooling,1,2.576,38.9
2026-02-26 05:00:00,Bedroom_AC,cooling,1,1.809,38.9
2026-02-26 05:00:00,Living_Room_Fan,circulation,1,0.1,38.9
2026-02-26 05:00:00,Kitchen_Lights,lighting,0,0.0,38.9
2026-02-26 05:00:00,TV,entertainment,1,0.318,38.9
2026-02-26 06:00:00,Living_Room_AC,cooling,1,2.592,38.4
2026-02-26 06:00:00,Bedroom_AC,cooling,1,2.01,38.4
2026-02-26 06:00:00,Living_Room_Fan,circulation,1,0.105,38.4
2026-02-26 06:00:00,Kitchen_Lights,lighting,0,0.0,38.4
2026-02-26 06:00:00,TV,entertainment,1,0.284,38.4
2026-02-26 07:00:00,Living_Room_AC,cooling,1,2.744,38.4
2026-02-26 07:00:00,Bedroom_AC,cooling,1,2.098,38.4
2026-02-26 07:00:00,Living_Room_Fan,circulation,1,0.107,38.4
2026-02-26 07:00:00,Kitchen_Lights,lighting,1,0.14,38.4
2026-02-26 07:00:00,TV,entertainment,1,0.298,38.4
2026-02-26 08:00:00,Living_Room_AC,cooling,1,2.338,30.9
2026-02-26 08:00:00,Bedroom_AC,cooling,1,1.816,30.9
2026-02-26 08:00:00,Living_Room_Fan,circulation,1,0.107,30.9
2026-02-26 08:00:00,Kitchen_Lights,lighting,1,0.155,30.9
2026-02-26 08:00:00,TV,entertainment,1,0.283,30.9
2026-02-26 09:00:00,Living_Room_AC,cooling,0,0.0,24.5
2026-02-26 09:00:00,Bedroom_AC,cooling,0,0.0,24.5
2026-02-26 09:00:00,Living_Room_Fan,circulation,0,0.0,24.5
2026-02-26 09:00:00,Kitchen_Lights,lighting,1,0.162,24.5
2026-02-26 09:00:00,TV,entertainment,1,0.289,24.5
2026-02-26 10:00:00,Living_Room_AC,cooling,1,2.624,28.7
2026-02-26 10:00:00,Bedroom_AC,cooling,1,2.115,28.7
2026-02-26 10:00:00,Living_Room_Fan,circulation,0,0.0,28.7
2026-02-26 10:00:00,Kitchen_Lights,lighting,1,0.15,28.7
2026-02-26 10:00:00,TV,entertainment,1,0.304,28.7
2026-02-26 11:00:00,Living_Room_AC,cooling,1,2.464,30.6
2026-02-26 11:00:00,Bedroom_AC,cooling,1,2.007,30.6
2026-02-26 11:00:00,Living_Room_Fan,circulation,1,0.108,30.6
2026-02-26 11:00:00,Kitchen_Lights,lighting,1,0.143,30.6
2026-02-26 11:00:00,TV,entertainment,1,0.322,30.6
2026-02-26 12:00:00,Living_Room_AC,cooling,1,2.607,31.8
2026-02-26 12:00:00,Bedroom_AC,cooling,1,1.996,31.8
2026-02-26 12:00:00,Living_Room_Fan,circulation,1,0.109,31.8
2026-02-26 12:00:00,Kitchen_Lights,lighting,1,0.135,31.8
2026-02-26 12:00:00,TV,entertainment,1,0.299,31.8
2026-02-26 13:00:00,Living_Room_AC,cooling,1,2.276,28.5
2026-02-26 13:00:00,Bedroom_AC,cooling,1,1.836,28.5
2026-02-26 13:00:00,Living_Room_Fan,circulation,1,0.09,28.5
2026-02-26 13:00:00,Kitchen_Lights,lighting,1,0.139,28.5
2026-02-26 13:00:00,TV,entertainment,0,0.0,28.5
2026-02-26 14:00:00,Living_Room_AC,cooling,0,0.0,26.0
2026-02-26 14:00:00,Bedroom_AC,cooling,0,0.0,26.0
2026-02-26 14:00:00,Living_Room_Fan,circulation,0,0.0,26.0
2026-02-26 14:00:00,Kitchen_Lights,lighting,1,0.149,26.0
2026-02-26 14:00:00,TV,entertainment,0,0.0,26.0
2026-02-26 15:00:00,Living_Room_AC,cooling,0,0.0,26.1
2026-02-26 15:00:00,Bedroom_AC,cooling,1,2.135,26.1
2026-02-26 15:00:00,Living_Room_Fan,circulation,0,0.0,26.1
2026-02-26 15:00:00,Kitchen_Lights,lighting,0,0.0,26.1
2026-02-26 15:00:00,TV,entertainment,0,0.0,26.1
2026-02-26 16:00:00,Living_Room_AC,cooling,0,0.0,27.8
2026-02-26 16:00:00,Bedroom_AC,cooling,0,0.0,27.8
2026-02-26 16:00:00,Living_Room_Fan,circulation,1,0.108,27.8
2026-02-26 16:00:00,Kitchen_Lights,lighting,1,0.139,27.8
2026-02-26 16:00:00,TV,entertainment,0,0.0,27.8
2026-02-26 17:00:00,Living_Room_AC,cooling,1,2.415,28.1
2026-02-26 17:00:00,Bedroom_AC,cooling,1,1.999,28.1
2026-02-26 17:00:00,Living_Room_Fan,circulation,1,0.109,28.1
2026-02-26 17:00:00,Kitchen_Lights,lighting,1,0.146,28.1
2026-02-26 17:00:00,TV,entertainment,0,0.0,28.1
2026-02-26 18:00:00,Living_Room_AC,cooling,1,2.719,31.1
2026-02-26 18:00:00,Bedroom_AC,cooling,1,1.969,31.1
2026-02-26 18:00:00,Living_Room_Fan,circulation,1,0.097,31.1
2026-02-26 18:00:00,Kitchen_Lights,lighting,0,0.0,31.1
2026-02-26 18:00:00,TV,entertainment,0,0.0,31.1
2026-02-26 19:00:00,Living_Room_AC,cooling,0,0.0,26.4
2026-02-26 19:00:00,Bedroom_AC,cooling,1,2.088,26.4
2026-02-26 19:00:00,Living_Room_Fan,circulation,1,0.091,26.4
2026-02-26 19:00:00,Kitchen_Lights,lighting,1,0.158,26.4
2026-02-26 19:00:00,TV,entertainment,0,0.0,26.4
2026-02-26 20:00:00,Living_Room_AC,cooling,1,2.574,29.5
2026-02-26 20:00:00,Bedroom_AC,cooling,1,1.932,29.5
2026-02-26 20:00:00,Living_Room_Fan,circulation,0,0.0,29.5
2026-02-26 20:00:00,Kitchen_Lights,lighting,1,0.161,29.5
2026-02-26 20:00:00,TV,entertainment,0,0.0,29.5
2026-02-26 21:00:00,Living_Room_AC,cooling,1,2.356,31.6
2026-02-26 21:00:00,Bedroom_AC,cooling,1,2.078,31.6
2026-02-26 21:00:00,Living_Room_Fan,circulation,0,0.0,31.6
2026-02-26 21:00:00,Kitchen_Lights,lighting,1,0.153,31.6
2026-02-26 21:00:00,TV,entertainment,1,0.275,31.6
2026-02-26 22:00:00,Living_Room_AC,cooling,1,2.442,38.4
2026-02-26 22:00:00,Bedroom_AC,cooling,0,0.0,38.4
2026-02-26 22:00:00,Living_Room_Fan,circulation,1,0.104,38.4
2026-02-26 22:00:00,Kitchen_Lights,lighting,0,0.0,38.4
2026-02-26 22:00:00,TV,entertainment,1,0.302,38.4
2026-02-26 23:00:00,Living_Room_AC,cooling,0,0.0,28.8
2026-02-26 23:00:00,Bedroom_AC,cooling,1,2.07,28.8
2026-02-26 23:00:00,Living_Room_Fan,circulation,0,0.0,28.8
2026-02-26 23:00:00,Kitchen_Lights,lighting,1,0.157,28.8
2026-02-26 23:00:00,TV,entertainment,1,0.275,28.8
2026-02-27 00:00:00,Living_Room_AC,cooling,1,2.551,29.4
2026-02-27 00:00:00,Bedroom_AC,cooling,1,1.89,29.4
2026-02-27 00:00:00,Living_Room_Fan,circulation,1,0.106,29.4
2026-02-27 00:00:00,Kitchen_Lights,lighting,0,0.0,29.4
2026-02-27 00:00:00,TV,entertainment,0,0.0,29.4
2026-02-27 01:00:00,Living_Room_AC,cooling,1,2.439,36.3
2026-02-27 01:00:00,Bedroom_AC,cooling,1,2.153,36.3
2026-02-27 01:00:00,Living_Room_Fan,circulation,1,0.092,36.3
2026-02-27 01:00:00,Kitchen_Lights,lighting,0,0.0,36.3
2026-02-27 01:00:00,TV,entertainment,1,0.283,36.3
2026-02-27 02:00:00,Living_Room_AC,cooling,1,2.727,40.6
2026-02-27 02:00:00,Bedroom_AC,cooling,1,1.977,40.6
2026-02-27 02:00:00,Living_Room_Fan,circulation,1,0.103,40.6
2026-02-27 02:00:00,Kitchen_Lights,lighting,0,0.0,40.6
2026-02-27 02:00:00,TV,entertainment,1,0.284,40.6
2026-02-27 03:00:00,Living_Room_AC,cooling,1,2.738,33.3
2026-02-27 03:00:00,Bedroom_AC,cooling,1,1.888,33.3
2026-02-27 03:00:00,Living_Room_Fan,circulation,1,0.1,33.3
2026-02-27 03:00:00,Kitchen_Lights,lighting,0,0.0,33.3
2026-02-27 03:00:00,TV,entertainment,0,0.0,33.3
2026-02-27 04:00:00,Living_Room_AC,cooling,1,2.658,37.0
2026-02-27 04:00:00,Bedroom_AC,cooling,1,1.943,37.0
2026-02-27 04:00:00,Living_Room_Fan,circulation,1,0.101,37.0
2026-02-27 04:00:00,Kitchen_Lights,lighting,1,0.161,37.0
2026-02-27 04:00:00,TV,entertainment,1,0.313,37.0
2026-02-27 05:00:00,Living_Room_AC,cooling,1,2.301,38.6
2026-02-27 05:00:00,Bedroom_AC,cooling,1,1.812,38.6
2026-02-27 05:00:00,Living_Room_Fan,circulation,1,0.096,38.6
2026-02-27 05:00:00,Kitchen_Lights,lighting,1,0.155,38.6
2026-02-27 05:00:00,TV,entertainment,1,0.329,38.6
2026-02-27 06:00:00,Living_Room_AC,cooling,1,2.309,40.2
2026-02-27 06:00:00,Bedroom_AC,cooling,1,1.818,40.2
2026-02-27 06:00:00,Living_Room_Fan,circulation,1,0.091,40.2
2026-02-27 06:00:00,Kitchen_Lights,lighting,0,0.0,40.2
2026-02-27 06:00:00,TV,entertainment,1,0.315,40.2
2026-02-27 07:00:00,Living_Room_AC,cooling,1,2.477,29.2
2026-02-27 07:00:00,Bedroom_AC,cooling,1,1.855,29.2
2026-02-27 07:00:00,Living_Room_Fan,circulation,1,0.091,29.2
2026-02-27 07:00:00,Kitchen_Lights,lighting,0,0.0,29.2
2026-02-27 07:00:00,TV,entertainment,1,0.276,29.2
2026-02-27 08:00:00,Living_Room_AC,cooling,1,2.418,31.4
2026-02-27 08:00:00,Bedroom_AC,cooling,1,1.889,31.4
2026-02-27 08:00:00,Living_Room_Fan,circulation,1,0.091,31.4
2026-02-27 08:00:00,Kitchen_Lights,lighting,1,0.156,31.4
2026-02-27 08:00:00,TV,entertainment,1,0.296,31.4
2026-02-27 09:00:00,Living_Room_AC,cooling,0,0.0,24.6
2026-02-27 09:00:00,Bedroom_AC,cooling,0,0.0,24.6
2026-02-27 09:00:00,Living_Room_Fan,circulation,1,0.096,24.6
2026-02-27 09:00:00,Kitchen_Lights,lighting,1,0.144,24.6
2026-02-27 09:00:00,TV,entertainment,1,0.277,24.6
2026-02-27 10:00:00,Living_Room_AC,cooling,1,2.409,31.0
2026-02-27 10:00:00,Bedroom_AC,cooling,1,1.975,31.0
2026-02-27 10:00:00,Living_Room_Fan,circulation,0,0.0,31.0
2026-02-27 10:00:00,Kitchen_Lights,lighting,1,0.152,31.0
2026-02-27 10:00:00,TV,entertainment,1,0.297,31.0
2026-02-27 11:00:00,Living_Room_AC,cooling,0,0.0,26.2
2026-02-27 11:00:00,Bedroom_AC,cooling,0,0.0,26.2
2026-02-27 11:00:00,Living_Room_Fan,circulation,0,0.0,26.2
2026-02-27 11:00:00,Kitchen_Lights,lighting,1,0.14,26.2
2026-02-27 11:00:00,TV,entertainment,1,0.274,26.2
2026-02-27 12:00:00,Living_Room_AC,cooling,1,2.621,31.9
2026-02-27 12:00:00,Bedroom_AC,cooling,1,1.946,31.9
2026-02-27 12:00:00,Living_Room_Fan,circulation,1,0.109,31.9
2026-02-27 12:00:00,Kitchen_Lights,lighting,1,0.138,31.9
2026-02-27 12:00:00,TV,entertainment,1,0.317,31.9
2026-02-27 13:00:00,Living_Room_AC,cooling,0,0.0,26.5
2026-02-27 13:00:00,Bedroom_AC,cooling,1,2.004,26.5
2026-02-27 13:00:00,Living_Room_Fan,circulation,1,0.096,26.5
2026-02-27 13:00:00,Kitchen_Lights,lighting,1,0.147,26.5
2026-02-27 13:00:00,TV,entertainment,0,0.0,26.5
2026-02-27 14:00:00,Living_Room_AC,cooling,1,2.456,29.1
2026-02-27 14:00:00,Bedroom_AC,cooling,1,2.167,29.1
2026-02-27 14:00:00,Living_Room_Fan,circulation,1,0.1,29.1
2026-02-27 14:00:00,Kitchen_Lights,lighting,0,0.0,29.1
2026-02-27 14:00:00,TV,entertainment,0,0.0,29.1
2026-02-27 15:00:00,Living_Room_AC,cooling,0,0.0,24.4
2026-02-27 15:00:00,Bedroom_AC,cooling,1,2.051,24.4
2026-02-27 15:00:00,Living_Room_Fan,circulation,0,0.0,24.4
2026-02-27 15:00:00,Kitchen_Lights,lighting,1,0.151,24.4
2026-02-27 15:00:00,TV,entertainment,0,0.0,24.4
2026-02-27 16:00:00,Living_Room_AC,cooling,0,0.0,25.0
2026-02-27 16:00:00,Bedroom_AC,cooling,1,2.112,25.0
2026-02-27 16:00:00,Living_Room_Fan,circulation,1,0.098,25.0
2026-02-27 16:00:00,Kitchen_Lights,lighting,1,0.153,25.0
2026-02-27 16:00:00,TV,entertainment,0,0.0,25.0
2026-02-27 17:00:00,Living_Room_AC,cooling,1,2.585,29.6
2026-02-27 17:00:00,Bedroom_AC,cooling,1,1.821,29.6
2026-02-27 17:00:00,Living_Room_Fan,circulation,1,0.097,29.6
2026-02-27 17:00:00,Kitchen_Lights,lighting,1,0.16,29.6
2026-02-27 17:00:00,TV,entertainment,0,0.0,29.6
2026-02-27 18:00:00,Living_Room_AC,cooling,1,2.494,31.6
2026-02-27 18:00:00,Bedroom_AC,cooling,1,1.864,31.6
2026-02-27 18:00:00,Living_Room_Fan,circulation,1,0.094,31.6
2026-02-27 18:00:00,Kitchen_Lights,lighting,1,0.135,31.6
2026-02-27 18:00:00,TV,entertainment,0,0.0,31.6
2026-02-27 19:00:00,Living_Room_AC,cooling,0,0.0,27.6
2026-02-27 19:00:00,Bedroom_AC,cooling,1,1.902,27.6
